,statement,target,image-path
867,"Arizona Secretary of State Katie Hobbs ¡°sent 6,000 wrong ballots to Republicans.¡±",0,Pg 10__28_8fd68a9b7c1c50b85803c7db294720c5.jpg
868,Dr. Fauci says every American should be microchipped.,0,Pg 87__25_04047e2a8889677742b71ac2401a7ca7.jpg
869,"""The Second Amendment, from the day it was passed, limited the type of people who could own a gun and what type of weapon you could own.¡±",0,Pg 52__8_8e3089d02d73ae4b0a14db640a896270.jpg
870,¡°Over 65% of the country believes that (the) 2020 election was fraudulent. That number was around 35% a year ago.¡±,0,Pg 35__12_002e306c89da11a120216b5c2d64e479.jpg
871,Republicans are ¡°trying to create a fake unemployment insurance crisis.¡±,0,Pg 61__8_e8e5fdf4aad286eee2991c9647a26a25.jpg
872,Charlie Crist "supported Biden's agenda to defund the police.",0,Pg 16__16_4c1d3b4e56b8ad09c50df3d46195afb8.jpg
873,"""China was behind the interference and the effort to overthrow our government and the election, election fraud.""",0,Pg 64__25_0966004d0933ac222d40c9b030d037bf.jpg
874,"Cannabis reform ""is supported by the majority of the residents of our state, including a majority of Republicans.""",1,Pg 2__7_c6c6da90d7162b0618061aa441668a66.jpg
875,"Wisconsin¡¯s 2019-21 budget produced the first positive general fund balance since 2000, and the governor¡¯s proposed 2021-23 budget would return it to a deficit.",1,Pg 3__16_f9684cfd1d7fee4bace57fba3b8534df.JPG
876,"""The entire Database of Maricopa County in Arizona has been DELETED!""",0,Pg 55__14_97dd5a12a28161f4470a1b2ad17d29c3.jpg
877,COVID-19 vaccines "provide zero benefit relative to risk for the young and healthy.",0,Pg 6__2_9c3cc9ff714cd6696891989592272a10.jpg
878,"""West Virginia added the highest percentage of new construction jobs in 2017 in the United States, at 14.4%. This amounted to 4,300 additional jobs! In fact, #WV was the only state with double-digit growth!""",1,Pg 12__5_9d4ca5ab9578a7d7d48216946f4519c4.jpg
879,"Video footage showing Chuck Schumer and Nancy Pelosi hiding on Jan. 6, 2021, shows the U.S. Capitol attack ¡°was a setup.¡±",0,Pg 12__11_5ccacf4e2ee06b97cf6795c9cb01e17a.jpg
880,An audio message lists five ways people can prevent the novel coronavirus.,0,Pg 92__6_1b4ebe8df05dd597c17c0c1e081548b9.jpg
881,Anthony Fauci was on the Clinton Foundation board for 20 years and ¡°currently serves on Gates Foundation.¡±,0,Pg 87__28_dfacc573a7d9cfe62a3782bed176d264.jpg
882,"Says a photo shows the ""SAME EXACT PEOPLE"" at ""two different beaches"" in Los Angeles County and Jacksonville, Fla.",0,Pg 90__7_f412b3d277678a11bca3ae8dc39dd68b.jpg
883,"""In 2018, Biden lauded Paul Ryan for proposing cuts to Social Security and Medicare.""",0,Pg 98__17_f1d2a86f42741cbb7d93010a6d51c0e1.jpg
884,"""Wisconsin's driver licenses and identification (ID) cards are currently the most secure in the nation.""",1,Pg 15__10_cd0ff1980d3f79f0a59f207120163a5c.jpg
885,Says Dr. Anthony Fauci wrote a paper blaming 1918-19 flu deaths on masks.,0,Pg 72__6_9d47d6bb40f011e4c0c1bfb1b3f4d63e.jpg
886,"""The 2012 National Survey on Drug Use and Health found that up to half of daily marijuana smokers become addicted -- an estimated 2.7 million people in the U.S.""",1,Pg 31__2_aba8a2e668abd2a5370e2f1d1cf71365.jpg
887,"If New York¡¯s proposed limits on natural gas in buildings take effect, the grid today can¡¯t handle the increased electric load.",1,Pg 1__2_d1743ce7302277b808f049aabe0fe494.jpeg
888,Says a pandemic occurs exactly every 100 years.,0,Pg 91__5_c9ae3fe5056fe39de0f95f61751c3224.jpg
889,"""The GOP lawyer who helped Kanye West get on the ballot in Wisconsin is actively working for Donald Trump's campaign.""",1,Pg 5__29_920ef2e0bfcd21e55fe48af9067f0979.jpg
890,"President Joe Biden was confused, ¡°turned around and shook hands with thin air¡± after a speech.",0,Pg 27__23_697452f8242671d3c86e964bf5ac2dac.jpg
891,"¡°324,000 pregnant people experience domestic violence during their pregnancy.¡±",1,Pg 3__8_ae66cc2a3810bec0b9b1f8d7b6867979.jpg
892,"""We have the third-lowest minimum wage ¡­ of developed countries.""",1,Pg 33__1_26f02c85ecbde90d71e0f0066e5e8d0d.jpg
893,"""The government does not need a warrant to read your old emails.""",1,Pg 41__1_23cd1a95294fe2a6abbbda19b85e6c00.jpg
894,The Australian Technical Advisory Group on Immunisation advised that the COVID-19 vaccine may be given to patients under sedation for unrelated procedures without consent as a way to force compliance.,0,Pg 27__22_4f8d9717623d1cf996e0b3ecadd413b2.jpeg
895,Countries were exporting COVID-19 ¡°diagnostic test instruments¡± in 2018.,0,Pg 77__15_7f162427ef519a527b1f328c74671b5f.jpg
896,"""On Oct. 7, the Access Hollywood tape comes out. One hour later, WikiLeaks starts dropping my emails.""",1,Pg 18__27_e41cac19a19ecf2c41a2bc2710a96c7f.jpg
897,"The Affordable Care Act ""provided over 200,000 West Virginians with health care coverage.""",1,Pg 10__24_b42ff908eec8ed2b4b41294a6c45ce6d.jpg
898,Text from someone ¡°connected¡± to Raleigh police: ¡°antifa may be heading into the wealthy neighborhoods tonight to take what should be theirs.¡±,0,Pg 86__3_a230c7386ada58821d96ebdcbad1d7bc.jpg
899,Ukraine adopted ¡°laws banning the Russian language.¡±,0,Pg 22__24_4830720985f809769f583ed3e8cae2b9.jpg
900,Says Mitt Romney voted against convicting President Donald Trump because Burisma board member Joseph Cofer Black ¡°is Romney¡¯s national security advisor¡± and because of ties to Obama CIA director John Brennan.,0,Pg 96__11_4d2e639aa32b779584dfc887b676a817.jpg
901,"""Slices of lemon in a cup of hot water can save your life. The hot lemon can kill the proliferation of"" the novel coronavirus.",0,Pg 92__11_17e25b88af70f9882f59ae54a038f441.jpg
902,Significantly more people died of Covid-19 in two months than died of overdoses all of last year or the year before.,1,Pg 6__13_a700b5db1e9869dab6f205e9728251dd.jpg
903,¡°Myanmar used Dominion Voting Systems.¡±,0,Pg 63__25_36cdac71629e5976388bcb45cc6a601c.jpg
904,"¡°The largest contributor to the debt ceiling, or to our deficit, has been the Trump tax cuts.¡±",0,Pg 4__1_a330d5d84586ad596c94e220983076df.jpg
905,"""I¡¯ve given the religious schools in my budget more money than ever before in history.""",1,Pg 18__1_a01eae1423378292769568bb061e1ddb.jpg
906,"""50% of Hispanic students count on Pell Grants to pay for college.""",1,Pg 21__20_f627e9fc9f7334053bcd08da80aebd28.jpg
907,"Since 1978, college ""tuition nationwide has gone up something like four times the rate of inflation.""",1,Pg 23__3_59240567ecde17074c402632d7bec288.JPG
908,"""Like every budget passed by the Senate since I have been lieutenant governor, Senate Bill 1 is within the spending limit set by the Texas Constitution.""",1,Pg 10__26_ea062cd0a01a4b294c2b60b69a9637f4.JPG
909,¡°Bernie Sanders voted in favor of every war during his tenure.¡±,0,Pg 94__23_27f7c085d203c4f9f98758f268b51eeb.jpg
910,"Says ¡°Lucy McBath voted to release criminals from prison. Murderers, rapists.¡±",0,Pg 73__13_3ea8e588563ad96abccb2e468f2c9aa3.jpg
911,"¡°Arizona audit¡± shows 86,391 voters ¡°don¡¯t appear to exist.¡±",0,Pg 45__4_0aa7ba784baf31af2cdd91712c309347.jpeg
912,"Opening the schools ¡°is a local determination, but it¡¯s not a state determination.¡±",0,Pg 82__16_ef34f84ea2acf884cfeea7031b5fee9a.jpg
913,The FBI took over the investigation into the attack on Paul Pelosi because San Francisco authorities weren¡¯t sticking to Nancy Pelosi¡¯s talking points.,0,Pg 10__1_fa9786c58b4b54a18ac3f64076ffb609.jpeg
914,"""Only 3 percent of voters 18 to 34 don't believe that climate change is really happening.""",1,Pg 38__22_59f4fba6bebeeff89a72471d00fbae4d.jpg
915,¡°Supreme Court just voted to ban condoms.¡±,0,Pg 14__22_891bf05eb0658da9f2a206c8a07d263e.jpeg
916,"Lawmakers were paid for their off-season efforts to, for the first time, take the lead in drawing borders for two would-be cities.",1,Pg 30__8_6a79ea02cd196478d9b9ef3d76a0a4b5.jpg
917,"Suggests fentanyl, not Derek Chauvin, killed George Floyd",0,Pg 12__8_be9c0f3f960ba57bad5e55016f546b20.jpg
918,U.S. sanctions mean ¡°Cuba can¡¯t trade with any country or any company whatsoever.¡±,0,Pg 50__15_7585eb97eed5adce310def3520fa5931.jpg
919,Says COVID-19 has killed more North Carolinians in a year than the flu has in 10 years.,1,Pg 5__3_a89830dd52d58810d0c0937a035fb8f2.jpg
920,"¡°Masks will kill quite a few people, it¡¯s well known that they reduce blood oxygen levels and those with respiratory and cardiac disorders will die.¡±",0,Pg 67__7_b7f496febc4f4b06505603a97fd8ec31.jpg
921,"Screenshots show that conservative political commentator Ben Shapiro received more than $20,000 in Paycheck Protection Program loan forgiveness.",0,Pg 16__12_1e0619d4a0a9ea5947e04bf75ba35203.jpg
922,Former President Jimmy Carter said ¡°don¡¯t ever use¡± mail in ballots because ¡°they can be so easily corrupted.¡±,0,Pg 9__30_67abd1aafc56425457739968e3be7be3.jpg
923,"""The typical black family in this country has one-tenth the wealth of the typical white family.""",1,Pg 9__19_dc7bf3ca4226c4d43e51b6a7ccfbb2d6.jpg
924,Says Sen. Rand Paul¡¯s 2011 budget "included a big cut in the CDC.",1,Pg 33__3_9c79634c406fce905cc02c3cbe363cb0.jpg
925,Video is evidence of a recent increase in robberies in Spain by ¡°migrants from the Middle East and Africa.¡±,0,Pg 8__18_0f12b314374eb7b5c22401451bf372cd.jpg
926,Says President Joe Biden ¡°recently said that 48.8% of Wisconsin voters are threats to democracy.¡±,0,Pg 15__16_8000e231f99de8ff5fffa182e3969031.jpg
927,¡°Not a single person in the crowd on January 6 was found to be carrying a firearm. Not one.¡±,0,Pg 22__12_bd74c46506fcdf484291e77a6f61497e.jpeg
928,"""Records suggest more than 100 batches of absentee ballots in Fulton County could be missing.""",0,Pg 51__12_7f5c3273d23658071f5e81f45c30abaf.jpg
929,Says remdesivir is responsible for killing patients hospitalized with COVID-19.,0,Pg 34__14_33f7e1f2985dc1c8635e2d8b45586286.jpg
930,Says opponent Ted Cruz has not led businesses.,1,Pg 53__28_d599a9a7c5ce18417ed969ea5f3bbdee.jpg
931,"""We have been able to cut New York¡¯s uninsured rate in half since 2013 from 10 percent to 5 percent of our population.""",1,Pg 16__8_97354c9289273f674f266aaec20d4481.jpg
932,"If the voting bill H.R. 1 is passed, ¡°absentee ballots would be mailed out to anyone without proof of the voter¡¯s identity.¡±",0,Pg 59__10_a56c59e35c261503bad8a989c9592753.jpg
933,"The Gates Foundation ""tested a polio vax in India between 2000 & 2017 and paralysed 496,000 children.""",0,Pg 89__25_ac91ba01bf23fc191d162e1112578e0d.jpg
934,Says Officer Derek Chauvin¡¯s knee was ¡°not on neck of George Floyd.¡±,0,Pg 58__24_278785e7df6caaf865e54b90cb9fd1cd.jpg
935,"Under Donald Trump's tax plan, ""the top 0.1 percent of taxpayers -- people earning multiple millions of dollars a year, on average -- ?would get more tax relief than the bottom 60 percent of taxpayers combined.""",1,Pg 23__13_e00d12de2369b4042a203f3e55d71f15.JPG
936,Heart complications are one symptom ¡°listed¡± for the omicron variant and are being ¡°used to cover up effects¡± of COVID-19 vaccines.,0,Pg 40__10_46756d59a26e86affd44fd09cfe14c61.jpg
937,"Al Sharpton went to Ferguson, Mo., and is ""declaring as a matter of fact that ...?Michael Brown didn't use any deadly force or posed no deadly threat to the officer.""",1,Pg 34__7_d2ac34c73db41b7d8286d8a76a098068.JPG
938,The United States spends "almost three times per capita what they spend in the U.K." on health care and "50 percent more than they pay in France.",1,Pg 25__30_e7671aeb4f4ba5283b01fe9d8f306072.JPG
939,A New England Journal of Medicine study found that vaccinated people are ¡°5X more contagious than the unvaccinated 10 days after SARS-CoV-2 infection.¡±,0,Pg 16__24_3b884b58d938259247ac98260715d0b5.jpg
940,Poland palace that Biden visited is fake.,0,Pg 28__17_df8e746206e6b186fcdebca67562f444.jpeg
941,"In COVID-19 crisis, ¡°only 20% of African Americans had jobs where they could work from home.¡±",1,Pg 6__14_526c29ddb59fa3a798e29b963d544bd9.jpg
942,"""The day President Obama took office, gasoline was $1.79 a gallon.""",1,Pg 60__17_a1d5548b574c1c8b199206b3cc32ff58.jpg
943,Philadelphia is ¡°clouding the vote counting in a shroud of darkness.¡±,0,Pg 68__27_23a095f4729921270b415b844aa9f080.jpg
944,¡°Schumer and Pelosi sneak funding into COVID bill.¡±,0,Pg 60__23_dd236955240d0df947f06f90a2eb4d0c.jpg
945,McDonald¡¯s added xylitol to its ice cream which is toxic to dogs.,0,Pg 28__6_314d57c0204bfa87a87a307d8e148a67.jpg
946,"""The waiting list for Pre-K is over in the House budget.""",1,Pg 16__22_3914be4ae5ecf942e87ba87a20c7a950.jpg
947,Pilotos protestan contra vacuna COVID-19 en aeropuerto de Atlanta.,0,Pg 20__9_c9ed7c846a15bd3a40ea56c76dc25374.jpg
948,"""There are at least twice as many licensed firearm dealers in California as there are McDonald¡¯s.""",1,Pg 22__10_3c9718123357285c6784d954907ce666.jpg
949,The border wall and the ¡®Remain in Mexico¡¯ policy ¡°reduced illegal immigration by 90%.¡±,0,Pg 7__23_227491b2b8ecd12b6cf301573105f86b.jpg
950,"Says President Trump¡¯s Oct. 31 rally in Butler, Pa., drew over 57,000 people.",0,Pg 70__10_a8d4092f59cb52804df241f23160b039.jpg
951,Says the Novavax COVID-19 vaccine ¡°dumps millions¡± of dangerous ¡°spike proteins right into your body.¡±,0,Pg 52__30_92202335ec03b16815a0e7994f5d4d5b.jpg
952,"¡°Between late December of 2020 and last month, a total of 3,362 people apparently died after getting the COVID vaccine in the United States ¡­ The actual number is almost certainly higher.¡±",0,Pg 56__15_4fbc499351bbf87d29597101770ba63f.jpg
953,"""Right now, 1 in 4 Texas women of reproductive age are uninsured, totaling 1.5 million Texas women.""",1,Pg 10__30_d986f8a517439f15a78e0b566466c57f.JPG
954,"""Since the Affordable Care Act passed, 90 percent of job growth has been in full-time positions.""",1,Pg 41__21_43e3f339372af0b97d1b1ddb579e24ae.jpg
955,Says Joe Biden and Kamala Harris distrusted COVID-19 vaccines.,0,Pg 49__26_87b2bad198ddae6feda0ad4f0c102562.jpg
956,2004 video shows Anthony Fauci is ignoring science on natural immunity with regard to COVID-19.,0,Pg 28__22_a44cca5d6b4092e5f205c114486bb6e6.jpeg
957,"Multiple studies ¡°all said for decades, masks do not work with viruses.¡±",0,Pg 83__4_3de174c115556240dda2a01b5fc068df.jpg
958,Tom Suozzi raised taxes "by hundreds of millions of dollars" as Nassau County executive.,1,Pg 20__19_370318ed4ce0d01c7b0d6d8b9cf645d9.jpg
959,"In the United Kingdom, ¡°70-plus percent of the people who die now from COVID are fully vaccinated.¡±",0,Pg 43__5_b9405a7bdb78c0614bc14a4aec5e444f.jpg
960,"""We¡¯ve still had more deaths to the flu this year than we've had COVID-19.""",0,Pg 89__1_0fc8e0c39c11fa385beb27b045d3c0ea.jpg
961,"""[When I was mayor] Providence was one of the five renaissance cities of America, according to USA Today in those days. Money magazine said it was the fifth best city to live in in America. In addition to that, All Cities Almanac said in 1994, I believe, that it was the safest city in America.""",1,Pg 33__18_d9b1124e34ea09ff8808b8313e91114a.jpg
962,Says Barack Obama is "trying to slash funding for the Armed Pilots Program designed to prevent terror attacks.",1,Pg 52__8_eecd7425cfddb8159904be65a7e4313c.jpg
963,Says Trump ¡°didn¡¯t campaign on cutting the debt¡± ¡­ ¡°That¡¯s not what he promised to do.¡±,0,Pg 70__29_41fb4e2d4208a26ce6041ae4e95bd113.jpg
964,"Federal agents directly incited people on Jan. 6, 2021, and ""intentionally entrapped"" American citizens.",0,Pg 42__21_6eb18d8496438f386a0d556667a992d5.jpg
965,"Says Joe Biden plans to ¡°mandate net-zero carbon emissions for homes, offices and all new buildings by 2030. That basically means no windows, no nothing.¡±",0,Pg 82__18_0f5a15b73284e57d26b347d4e16fdcf5.jpg
966,"Says under U.S. Rep. Alexandria Ocasio-Cortez¡¯s Green New Deal proposal, ¡°Cows are out.¡±",0,Pg 74__30_ff35977bd36860103124fec741f7ac5b.JPG
967,"In Milwaukee, ""The (homicide) rate has nearly doubled in the past two years.""",1,Pg 1__9_6075d90a97905c9cb09854ab1748afbf.JPG
968,Says Donald Trump got ¡°exposed for raping a 13-year-old" in retaliation for law enforcement officers ¡°killing black people.¡±,0,Pg 86__13_15ae73e62bce77b68fe128eebdaf9655.jpg
969,¡°President Xi of China under house arrest¡± amid ¡°coup by the PLA.¡±,0,Pg 14__1_5eef2b936f4e1f30472cfb53a86836de.jpg
970,Says Bob Saget predicted his death,0,Pg 34__10_43dcb76ac67607e534de4d975c208fdd.jpeg
971,Says there are ¡°indications of grossly improper conduct from election officials right here in my district.¡±,0,Pg 68__14_2511615e38a1fc4601806ca0d6a22f3a.JPG
972,"Before ""our last three presidents, you have to go back to the 1800s, early 1800s to find three presidents in a row being consecutively re-elected.""",1,Pg 36__14_bbb7b1f4b4540a57b92b73969ec3fa06.jpg
973,"Prominent Democrats were born in April 1948, ""nine months after"" a UFO crashed near Roswell, N.M.",0,Pg 88__29_c94b0d7042156caffd34e662f9f7dd5e.jpg
974,Says Beto O¡¯Rourke "has a criminal record that includes DWI and burglary arrests.",1,Pg 13__4_feeb8e9e7060a3ae2c57649309e40126.JPG
975,"""We spend more money on lobbying than we do on campaigns.""",1,Pg 29__8_eb7aff1c8b6578a236414ce468ce2eea.jpg
976,Bob Barr has changed his position on the Defense of Marriage Act over the years.,1,Pg 42__11_c1d2d82abfc33ceada27ee324f4075af.jpg
977,Video shows Biden saying ¡°salute the Marines¡± after hearing the words in an earpiece before his inauguration.,0,Pg 64__17_2ac731d585b73df99452dc272c18ce9b.jpg
978,Questions about whether she¡¯s been vaccinated are ¡°a violation of my HIPAA rights.¡±,0,Pg 50__2_3df8087e7c763ea83a7dfeadd1d7dfd7.jpg
979,¡°J.D. Vance said nothing about¡± the attack on Paul Pelosi.,0,Pg 10__11_e17dd129447ecb8fb74342054f2a8c55.jpg
980,"""The Iranians are now saying that what we're saying the deal is and what they understand it to be are two different things.""",1,Pg 29__25_78c2efca9d7170261362de6ccf6c4684.jpg
981,¡°Democrats want open borders so they can bring in and amnesty tens of millions of illegal aliens ¡ª that¡¯s their electoral strategy.¡±,0,Pg 25__6_776f7b6d67a75f9ddbc693a42373ae80.jpg
982,Hank Aaron¡¯s death was caused by a COVID-19 vaccine.,0,Pg 64__13_16af9accf854481080c3a3c86aca45e0.jpg
983,"""During the Bush administration, you actually had a prominent liberal write a book about how Bush was preparing for a fascist takeover of this country.""",1,Pg 29__20_1d67b7c6d20924ae26deaeff2aef9862.jpg
984,"""The Railroad Commission of Texas has nothing to do with railroads.""",1,Pg 13__13_fc4c8b00cd8eb6458f2df701ba5fdef9.jpg
985,"""Ted Cruz says owning a gun should be as hassle free as owning a car, which as I recall requires a license and registration.""",0,Pg 59__20_a92d11c130d4fa09af1a324b758393de.jpg
986,"""More Americans are uninsured today than when (President Donald) Trump took office.""",1,Pg 9__10_7f2d60d0fde2706fba9617e94284a2e7.JPG
987,"""The unemployment rate for Wisconsin workers has reached historic lows. It¡¯s never been this low before, ever, ever, ever.""",1,Pg 10__8_20e7601f9e1c980d57998be9ac54817a.jpg
988,"""Ukraine blatantly interfered in our election.""",0,Pg 99__20_021b4c84e1b3ecffb4cd623a8b496699.jpg
989,The media called the 2016 election for Hillary Clinton.,0,Pg 68__6_a4d959acc45adf5efd7a8a7c6c899cdc.jpeg
990,Says veterans¡¯ disability claims backlog doubled in Obama¡¯s first term.,1,Pg 47__9_a0b6550a2e2f718b1332a64f04f82e2a.jpg
991,29 states still don¡¯t have "comprehensive protections" for people in the LGBTQ community.,1,Pg 11__3_c1ef5fe3e73ae7199344f790868835a7.JPG
992,Says he has ¡°always¡± believed ¡°in a woman¡¯s right to choose.¡±,0,Pg 27__13_efab8860b5f4e1fbc6a67aaf019520ed.jpg
993,"Says Joe Biden said, ¡°I don¡¯t know what I¡¯m signing,¡± while signing a document.",0,Pg 64__2_624331affc9065fe7a9d75c710058907.jpg
994,China is "practicing how to blow up our satellites.",1,Pg 25__12_328d0e39a9d7bf06ef0e9b21e7b79ff8.jpg
995,"""Our (COVID-19) numbers are better than almost all countries.""",0,Pg 79__18_328f028e0566ca54172a31aca2f83dd5.jpg
996,"In Detroit, ¡°people are showing up to vote only to be told, ¡®sorry, you have already voted.¡¯¡±",0,Pg 9__15_269c9fad253f24bbd00bd94e84c89574.jpg
997,"""Middle-class income rose to a record level in 2017 as the strong economy lifted the fortunes of more Americans.""",1,Pg 11__30_ca131979023e13f8cc85c63fbcdc9670.jpg
998,"""Medicare costs have slowed down dramatically. In fact, the first two months of this fiscal year, Medicare costs were down even in nominal terms relative to the previous year.""",1,Pg 39__4_51cbe41deaf945ed630cb8531dacdf67.jpg
999,"""Nearly 6 out of 10 believe that money and wealth should be more evenly distributed among a larger percentage of the people in the U.S.""",1,Pg 42__27_12c80bef9fec077f366d2152d9e322ad.jpg
1000,We¡¯ve reduced crime to its lowest level in 27 years.,1,Pg 2__5_14b90c7513843ea22f97af8919cfd2d3.jpg
1001,¡°All Democrats in the Senate and House voted to cut $280 billion out of Medicare just two months ago.¡±,0,Pg 10__26_ee53d27409859d968b6974bf4d76ea88.jpeg
1002,"""You can¡¯t build a Christian church in Saudi Arabia.""",1,Pg 30__6_4870dd1811e5b52537bc0de79b7d8abd.jpg
1003,¡°Free health allowance is available at no cost.¡±,0,Pg 16__29_d456f9f13a60bac830fc4cbbfdcc5b57.jpg
1004,"""Ministros de Defensa de OTAN deciden invadir a RUSIA para prevenir ataque de Putin¡±.",0,Pg 12__15_0e9ae4de3a506608b906c7b4e59d04fb.jpg
1005,"When asked if he¡¯s defended former U.S. ambassador to Ukraine Marie Yovanovitch, ""I've defended every single person on this team.""",0,Pg 97__2_05bd5c8ffdff2d0650e219868f0d6ccc.jpg
1006,"Says ¡°every time"" the DSCC endorsed someone in North Carolina's U.S. Senate primary, ""and the person they didn¡¯t support was black, the candidate they picked ended up losing.""",0,Pg 94__5_45a390323516303ae7828ef05d671e8e.jpg
1007,"¡°Biden¡¯s tax rate on a family making 75,000 dollars would go from 12% to 25%.¡±",0,Pg 79__6_c2b141a03a7e2d9fca1a94367cbb268d.jpg
1008,"""The emissions generated by watching 30 minutes of Netflix is the same as driving almost 4 miles.¡±",0,Pg 19__8_c6ae18c3f1489c41a766d28467551aeb.jpg
1009,"Says Joe Biden ¡°has issued more executive fiats than anyone in such a short period of time, ever, more than Obama, more than Trump, more than anyone.¡±",1,Pg 4__16_11522d33ac65f6818fb31c360c39908a.jpg
1010,Michigan has been ¡°like a prison¡± during the coronavirus.,0,Pg 71__26_b8b0d0445138c0225fbbc0fc70fb8a69.jpg
1011,"""Almost every study now has said with these new boosters, you're more likely to get infected with the bivalent booster.""",0,Pg 5__12_7c2fab6273dcea30468dc8a2761ae647.jpg
1012,"""When we say ¡®one vote matters,¡¯ it¡¯s not just a saying ¨C it has proven 1 141 times in #Ohio over the last five years.""",1,Pg 15__4_b1882a58ccfb1b1404fe6e0f8b898035.jpg
1013,"During the debate, Kamala Harris said President Donald Trump ¡°did not appoint minorities to the courts.¡±",0,Pg 73__18_336c0c850d84383ac0151b76c037a823.jpg
1014,¡°80% of women who have been jabbed have lost their children in the first trimester.¡±,0,Pg 47__8_29a7a65411e4bf4dfd40675df3d70765.jpg
1015,"¡°(Barack Obama) set up anti-pandemic programs in 47 vulnerable countries as a way to protect against something like the coronavirus, exactly. Do you know that Trump closed 37 of them?¡±",0,Pg 93__14_86ff0f39c60f29a895bc82bbf72e9ee9.jpg
1016,"Since 1968, ""more Americans have died from gunfire than died in ¡­ all the wars of this country's history.""",1,Pg 45__28_c8cbfb234816ddd9bee8fd0a8ec9294c.jpg
1017,¡°Vice President Kamala Harris laughs at the plight of Ukraine; at idea of America offering assistance¡±,0,Pg 31__9_98005e4f9006d4e3f9c3689e10a554e5.jpeg
1018,"""Over 40 percent of children born in America are born out of wedlock.""",1,Pg 55__26_05f3296bfb58b645cd79a7e3e8630244.jpg
1019,"Even ""though men comprise 49% of the population, they hold 80% of the lawmaking power in the Legislature (144 of 181 seats).""",1,Pg 19__2_28ea6907f0cbab26a7f02449b5823d1d.jpg
1020,Suggests that an immigrant charged with sexually assaulting a child entered the U.S. illegally during the Biden administration.,0,Pg 11__26_622db8d7a8f8181c20facbcd7221574b.jpg
1021,¡°21% of people are having serious adverse events from (the Moderna) vaccine.¡±,0,Pg 66__3_621976133489dd8179de724676587a23.jpg
1022,"""We are rounding the turn (on coronavirus). We are rounding the corner.""",0,Pg 71__29_2684e98fee66b8077aae1eb0e9078175.jpeg
1023,"The Israelis?""gave up 1,000 terrorists in return for one sergeant.""",1,Pg 35__20_debf7d1fac3377d0de741715ff678241.jpg
1024,Wisconsin is below the national average in wage growth and job growth.,1,Pg 32__19_1186fe958a2f4cc7d34bb62b11a23a56.jpg
1025,Mercedes said high taxes and the cost of doing business in New Jersey worked to Georgia¡¯s advantage in landing the company's USA corporate headquarters.,1,Pg 31__22_9e061599eb45c86f3421e1694f0cc613.jpg
1026,Kamala Harris ¡°has not formally taken questions from the press a single time¡± since she was announced as Joe Biden¡¯s vice presidential pick.,0,Pg 75__5_1f8705c07d1753e5ccd02c779b4bb194.jpg
1027,"In a recent year, the Milwaukee Police Department ""collected more guns per capita off the streets than in New York.¡±",1,Pg 1__29_1181039ad52b3c0fcc31c9dfa13c774b.JPG
1028,¡°The Vice President has the power to reject fraudulently chosen electors.¡±,0,Pg 65__22_0ed0efbfaa59f790bd1af878eca5c4d5.jpg
1029,Cellphone data used to arrest the Idaho quadruple-murder suspect proves that criticism of the ¡°2000 Mules¡± movie¡¯s use of cell data is unfounded.,0,Pg 5__28_3d1d44236d2d5335dd2220c7afc9462e.jpg
1030,¡°No economist out there is projecting that (the Build Back Better bill) will have a negative impact on inflation.¡±,0,Pg 41__9_15914f91e73ca45de1f589a8f2fab052.jpg
1031,Says Nancy Pelosi¡¯s "4th husband" filed for divorce.,0,Pg 90__9_22037f08b6ddfb6ca9e44fc627f8e2fb.jpg
1032,Quotes Joe Biden as saying ¡°We need to teach our children the ISLAMIC FAITH in our schools!¡±,0,Pg 82__4_4add447a7a4411b3a4903dd9cd93abd5.jpg
1033,"¡°In my state, as in many other states, we have governors who are closing down businesses again.¡±",1,Pg 4__28_aa89c1aba3ab76765e6a533cf054a42a.jpg
1034,"Under current conditions, by 2023, the interest payments on the national debt will be $722 billion, larger than the projected defense spending of $696 billion.",1,Pg 30__12_5685250615137e81943e9ed977c69a53.jpg
1035,"""There was a Gallup poll in Egypt last year, and 70 percent of Egyptians don't want our money.""",1,Pg 42__6_367f51688f2896ec0efc41fc517513a5.jpg
1036,"""In one day of fundraising I received more small donor (contributions) than Andrew Cuomo received in seven years.""",1,Pg 14__7_e57f2aff5732c97c5a8a6ea990ebe8aa.jpg
1037,Says a video shared to his social media shows vehicles with broken windows in a parking garage used by state agencies in Texas on ¡°the same night the City of Austin voted to cut $150 million¡± from the police department.¡±,0,Pg 78__30_264a975abc98eb1669a05d8ba159f1a8.jpg
1038,¡°We¡¯re the only major gas-producing state in the US that doesn¡¯t have a severance tax.¡±,1,Pg 4__8_86f1a410898861fa5b2441bc16468f9a.jpg
1039,The impeachment inquiry hearings "going on behind closed doors over which Congressman Schiff is presiding¡ªthey are consistent with the rules" of the U.S. House of Representatives.,1,Pg 8__20_a5ce2974c39d9d16d885258d3a54ea19.jpeg
1040,"The COVID economic relief package ¡°included $600 million for San Francisco, part of which goes to cover the tab for free alcohol and marijuana for the homeless.""",0,Pg 60__12_48365b9eaa0ba7a3095ec78243f5b901.jpg
1041,"¡°4 republican senators now on board...no vote until January on (Supreme Court): Murkowski, Romney, Collins, Grassley.¡±",0,Pg 76__3_11bdb08526f9b21d3f21b5ec6dbde257.jpg
